,Characters,Deaths,Concepts,Cover Date,Teams,Disbanded Teams,Objects in Issue,Persons,Issue Name,Issue Number,Locations,First Apperances,First Apperances of a Concept,First Appearances of a Location,First Appearances of a Object,First Appearances of a Story,First Appearances of a Team,Description,Deck
71,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Bart Regan', 'Batman', 'Crimson Avenger (Travis)', 'Dan Turpin', 'Dick Grayson', 'James Gordon', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Static', 'Wing']",[],"['Golden Age of Comics', 'Robin', 'Sidekick', 'War', 'World War II']",1943-02-28,"['Batman and Robin', 'Boy Commandos']",[],"['Air Wave Helmet', 'Bat-Suit', 'Batplane', 'Utility Belt']","['Bob Kane', 'C.A. Winter', 'Charles Paris', 'George Roussos', 'Harris Levy', 'Howard Sherman', 'Jack Kirby', 'Jack Lehti', 'Jerry Robinson', 'Joe Samachson', 'Joe Simon', 'Murray Boltinoff', 'Whitney Ellsworth']",['License for Larseny'],['72'],['Gotham City'],[],[],[],[],[],[],"['<p><em>“LICENSE FOR LARCENY!” Batman and Robin take on a notorious underworld boss, Larry the Judge! Plus, “THE PETALS OF PERIL!”</em></p><h2>Contents</h2><ol><li>Batman with Robin - The Boy Wonder: License for Larseny</li><li>Gags</li><li>The Boy Commandos: Petals of Peril</li><li>Shorty</li><li>The Crimson Avenger: The Adventures of the Worng Numbers!</li><li>Clancy the Cop</li><li>Spy: The Target Murder</li><li>Air Wave: Larry Jordan vs. Air Wave!</li><li>Laffs</li><li>Slam Bradley: The Mystery of the Missing Monkey!</li></ol>']",[]
72,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Bart Regan', 'Batman', 'Crimson Avenger (Travis)', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Linda Page', 'Rip Carter', 'Scarecrow', 'Shorty Morgan', 'Slam Bradley', 'Static', 'Wing']",[],"['Boxing', 'Deathtrap', 'Golden Age of Comics', 'Horse Riding', 'Robin', 'Secret Identity', 'Sidekick', 'Sports', 'Superhero Costumes', 'War', 'World War II']",1943-03-31,"['Batman and Robin', 'Boy Commandos', 'Nazis']",[],"['Air Wave Helmet', 'Bat-Suit', 'Utility Belt']","['Bob Kane', 'C.A. Winter', 'Charles Paris', 'Don Cameron', 'Harris Levy', 'Howard Sherman', 'Jack Kirby', 'Jack Lehti', 'Jerry Robinson', 'Joe Simon', 'Whitney Ellsworth']",['The Scarecrow Returns'],['73'],['Gotham City'],[],[],[],[],[],[],"['<p><em>“THE SCARECROW RETURNS!” Jonathan Crane escapes prison and is back to his old tricks. Batman and Robin will have their hands full as they do battle with the Scarecrow! Plus, “THE SAGA OF THE LITTLE TIN BOX!”</em></p><h2>Contents</h2><ol><li>Batman with Robin - The Boy Wonder: The Scarecrow Returns.</li><li>The Boy Commandos: The Saga of the Little Tin Box</li><li>Gags</li><li>The Crimson Avenger: The Old-Fashioned Crimes!</li><li>Spy: Corpse Cove!!</li><li>Air Wave: The Final Round!</li><li>Slam Bradley: The Histrionic Hoodlums!</li></ol>']",[]
73,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Bart Regan', 'Batman', 'Crimson Avenger (Travis)', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Private Pete', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Static', 'Tweedledee', 'Tweedledum', 'Wing']",[],"['Deathtrap', 'Golden Age of Comics', 'Henchmen', 'Robin', 'Secret Identity', 'Sidekick', 'Spies', 'Superhero Costumes', 'Trials', 'War', 'World War II']",1943-04-30,"['Batman and Robin', 'Boy Commandos', 'Nazis', 'The Two Tweeds', 'United States Army', 'United States Secret Service']",[],"['Air Wave Helmet', 'Bat-Rope', 'Bat-Suit', 'Batmobile', 'Batplane', 'U-Boat', 'Utility Belt']","['Bob Kane', 'C.A. Winter', 'Charles Paris', 'Don Cameron', 'Harris Levy', 'Howard Ferguson', 'Jack Kirby', 'Jack Lehti', 'Jerry Robinson', 'Joe Simon', 'Whitney Ellsworth']",['Tweedledum And Tweedledee!'],['74'],"['England', 'Gotham City', 'London', 'New York City', 'Wayne Manor']",[],[],[],[],[],[],"['<p><em>“TWEEDLEDUM AND TWEEDLEDEE.” Batman and Robin are faced with the dual problem of two rather rotund adversaries who set traps and wait for their victims to walk into them.</em></p><p>Batman And Robin Encounter Double Trouble When They Wrestle With Those Fantastic Rotund Rogues ""Tweedledum And Tweedledee""!</p><h2>Contents</h2><ol><li><strong>Batman with Robin - The Boy Wonder: Tweedledum and Tweedledee!</strong></li><li>The Boy Commandos: The Trial of Captain Carter</li><li>Gags</li><li>The Crimson Avenger: The Case of the Kid Reporters</li><li>Private Pete</li><li>Spy: The Treachery at the Waterfront</li><li>Air Wave: Man Who Avoided Metal!</li><li>Slam Bradley: The Adventure of the Wooded Indians!</li></ol>']",[]
74,"['Air Wave (Larry Jordan)', 'Alfred Pennyworth', 'Alfy Twidgetts', 'Bart Regan', 'Batman', 'Chief Hot Foot', 'Crimson Avenger (Travis)', 'Dick Grayson', 'James Gordon', 'Robber Baron', 'Shorty Morgan', 'Slam Bradley', 'Static', 'Wing']",[],"['Golden Age of Comics', 'Robin', 'Secret Identity', 'Sidekick', 'Superhero Costumes', 'Swimming', 'Trials', 'War', 'World War II']",1943-05-31,"['Batman and Robin', 'Boy Commandos', 'Gotham City Police Department', 'Nazis']",[],"['Air Wave Helmet', 'Bat-Suit', 'Batplane', 'U-Boat', 'Utility Belt']","['Bob Kane', 'C.A. Winter', 'Charles Paris', 'Don Cameron', 'George Roussos', 'Jack Burnley', 'Jack Kirby', 'Jack Lehti', 'Joe Simon', 'Whitney Ellsworth']",['Robber Baron'],['75'],"['Batcave', 'Gotham City', 'Scotland']",[],[],[],[],[],[],['<p><em>“THE ROBBER BARON.” Batman must stop unique robberies by a man who loots places considered to be burglar-proof.</em></p><h2>Contents</h2><ol><li><strong>Batman with Robin - The Boy Wonder: The Robber Baron!</strong></li><li>Gags</li><li>The Boy Commandos: Double for Death</li><li>Laffs</li><li>The Crimson Avenger: The Man Who Knew the Future!</li><li>Chief Hot Foot</li><li>Spy: Death Went on Maneuvers!</li><li>Air Wave: Voice of Conscience!</li><li>Slam Bradley: The Elusive Elephant!</li></ol>'],[]
75,"['Air Wave (Larry Jordan)', 'Alfred Pennyworth', 'Alfy Twidgetts', 'Andre Chavard', 'Anthony Rodriguez', 'Bart Regan', 'Batman', 'Crimson Avenger (Travis)', 'Dan Turpin', 'Dick Grayson', 'Guardian', 'Jan Haasan', 'Johnny Gabrielli', 'Joker', 'Patrick MacGuire', 'Rip Carter', 'Sandy Hawkins', 'Shorty Morgan', 'Slam Bradley', 'Static', 'Tommy Tompkins', 'Wesley Dodds', 'Wing']",[],"['Deathtrap', 'Detective', 'Golden Age of Comics', 'Imprisonment', 'Robin', 'Secret Identity', 'Sidekick', 'Spies', 'Superhero Costumes', 'Swimming', 'War', 'World War II']",1943-06-30,"['Batman and Robin', 'Boy Commandos', 'Nazis', 'United States Army', 'United States Navy']",[],"['Air Wave Helmet', 'Bat-Signal', 'Bat-Suit', 'Batmobile', ""Guardian's Shield"", 'Utility Belt', 'Wirepoon']","['C.A. Winter', 'Charles Paris', 'George Roussos', 'Howard Sherman', 'Jack Kirby', 'Jack Lehti', 'Jerry Robinson', 'Joe Samachson', 'Joe Simon', 'Whitney Ellsworth']","[""Slay 'em with Flowers""]",['76'],"['Gotham City', 'New York City', 'Statue of Liberty', 'Washington D.C.', 'Wayne Manor']",[],[],[],[],[],[],"[""<p><em>“SLAY ’EM WITH FLOWERS!” After taking over ownership of a flower shop, the Joker and his men use the pretty posies to perpetrate crimes against the wealthy!</em></p><h2>Contents</h2><ol><li><strong>Batman with Robin - The Boy Wonder: Slay 'em with Flowers</strong></li><li>The Boy Commandos: The Invasion of America</li><li>The Crimson Avenger: The Case of the Lollipop Crimes</li><li>Spy: Decks of Doom!</li><li>Air Wave: The Man Who Talks His Crimes!</li><li>Slam Bradley: The Bashful Bandits!</li></ol>""]",[]
76,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Bart Regan', 'Batman', 'Crime Doctor', 'Crimson Avenger (Travis)', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Static', 'Wing']",[],"['Bondage Cover', 'Deathtrap', 'Detective', 'Golden Age of Comics', 'Horse Riding', 'Murder', 'Organized Crime', 'Robin', 'Secret Identity', 'Sidekick', 'Spies', 'Superhero Costumes', 'Swimming', 'War', 'Western', 'World War II']",1943-07-31,"['Batman and Robin', 'Boy Commandos', 'Imperial Japanese Army', 'Nazis']",[],"['Air Wave Helmet', 'Bat-Suit', 'Batmobile', 'Utility Belt']","['Bill Finger', 'Bob Kane', 'C.A. Winter', 'Charles Paris', 'George Roussos', 'Howard Sherman', 'Jack Kirby', 'Jack Lehti', 'Joe Samachson', 'Joe Simon', 'Whitney Ellsworth']",['The Crime Clinic!'],['77'],"['Berlin', 'England', 'Europe', 'Germany', 'Gotham City', 'Himalayas', 'Japan', 'London', 'Tokyo']",[],[],[],[],[],[],"['<p><em>“THE CRIME CLINIC.” A brilliant surgeon, intrigued by the excitement of crime, opens the “Crime Clinic,” where criminals who are worried sick over how to commit crimes can go for advice.</em></p><ol><li><strong>Batman with Robin - The Boy Wonder: The Crime Clinic!</strong></li><li>Slam Bradley: Trail of the Red Herring!</li><li>The Crimson Avenger: The Mystery of the Mounted Marauders!</li><li>Spy: Taps for the Telegrapher!</li><li>Air Wave: The Case of the Soundless Crimes!</li><li>The Boy Commandos: The Vally of Destiny</li></ol>']",[]
77,"['Adolf Hitler', 'Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Crimson Avenger (Travis)', 'Dan Turpin', 'Dick Grayson', 'George Washington', 'Jan Haasan', 'Jerry the Jitterbug', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Wing']",[],"['Boxing', 'Detective', 'Golden Age of Comics', 'Horse Riding', 'Humor', 'Robin', 'Secret Identity', 'Sidekick', 'Sports', 'Superhero Costumes', 'Swimming', 'War', 'World War II']",1943-08-31,"['Batman and Robin', 'Boy Commandos', 'Gotham City Police Department', 'Nazis']",[],"['Air Wave Helmet', 'Bat-Suit', 'Gotham Gazette ']","['Bob Kane', 'Charles Paris', 'George Roussos', 'Howard Sherman', 'Jack Burnley', 'Jack Kirby', 'Jack Lehti', 'Jerry Robinson', 'Joe Samachson', 'Joe Simon', 'Whitney Ellsworth']",['The Bond Wagon'],['78'],"['Europe', 'Germany', 'Gotham City', 'Wayne Manor']",[],[],[],[],[],[],['<p><em>“THE BOND WAGON.” Bruce Wayne hires some men who are down on their luck to dress as famous Americans from Revolutionary War days and man a Bond Wagon in order to sell more bonds to the people.</em></p><ol><li><strong>Batman with Robin - The Boy Wonder: The Bond Wagon</strong></li><li>Slam Bradley: The Meanest Muggs in the World!</li><li>The Crimson Avenger: The Prevue Murders</li><li>Jerry the Jitterbug</li><li>Air Wave: Menace of the Mousetraps!</li><li>Laffs</li><li>The Boy Commandos: Freedom Station</li><li>Captain Tootsie Battles Monster Man!</li></ol>'],[]
78,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Crimson Avenger (Travis)', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Wing']",[],"['Boxing', 'Detective', 'Golden Age of Comics', 'Horse Riding', 'Humor', 'Imprisonment', 'Occult', 'Robin', 'Sidekick', 'Superhero Costumes', 'Swimming', 'Trials', 'War', 'World War II']",1943-09-30,"['Batman and Robin', 'Boy Commandos', 'Nazis', 'United States Army']",[],"['Air Wave Helmet', 'Bat-Suit', 'Utility Belt']","['Don Cameron', 'George Roussos', 'Howard Sherman', 'Jack Kirby', 'Jerry Robinson', 'Joe Samachson', 'Joe Simon', 'Louis Cazeneuve', 'Pierce Rice', 'Whitney Ellsworth']","[""Destiny's Auction""]",['79'],"['Gotham City', 'Italy', 'New York City', 'Wayne Manor']",[],[],[],[],[],[],"[""<p><em>“DESTINY’S AUCTION.” Batman and Robin help out a group of people who visited a fortune-teller and were all befallen by disaster immediately afterward!</em></p><ol><li><strong>Batman with Robin - The Boy Wonder: Destiny's Auction!</strong></li><li>Slam Bradley: Two Tickets to Trouble!</li><li>The Crimson Avenger: The Case of the Advertising Crook!</li><li>Air Wave: The Tenderfoot Gets Tough!</li><li>Life's Little Laffs</li><li>History</li><li>The Boy Commandos: The Duce Gets a Hotfoot</li></ol>""]",[]
79,"['Air Wave (Larry Jordan)', 'Alfred Pennyworth', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Crimson Avenger (Travis)', 'Dan Turpin', 'Dick Grayson', 'Gilda Dent', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Static', 'Two-Face', 'Wing']",[],"['American Football', 'Deathtrap', 'Detective', 'Golden Age of Comics', 'Horse Riding', 'Humor', 'Imprisonment', 'Robin', 'Romance', 'Secret Identity', 'Sidekick', 'Sports', 'Superhero Costumes', 'Swimming', 'Trials', 'War', 'World War II']",1943-10-31,"['Batman and Robin', 'Boy Commandos', 'Gotham City Police Department']",[],"['Air Wave Helmet', 'Bat-Suit', 'Batmobile', ""Two Face's Coin"", 'Utility Belt']","['Bill Finger', 'Bob Kane', 'George Roussos', 'Howard Sherman', 'Jack Kirby', 'Jerry Robinson', 'Joe Samachson', 'Joe Simon', 'John Daly', 'Whitney Ellsworth']",['The End of Two-Face!'],['80'],"['England', 'Europe', 'Gotham City', 'Wayne Manor']",[],[],[],[],[],[],['<p><em>“THE END OF TWO-FACE!” Batman and Robin attempt to put an end to Two-Face’s crime spree after he breaks out of jail while awaiting trial!</em></p><ol><li><strong>Batman with Robin - The Boy Wonder: The End of Two-Face!</strong></li><li>Slam Bradley: Refuge for Ruffians!</li><li>Super Sleuth McFooey</li><li>The Crimson Avenger: Larceny in the laundry!</li><li>Air Wave: Static Steals the Show!</li><li>Buddy</li><li>The Boy Commandos: Baronet of Bodkin Borders</li></ol>'],[]
80,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Bart Regan', 'Batman', 'Cavalier', 'Crimson Avenger (Travis)', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Static', 'Wing']",[],"['Archery', 'Detective', 'Golden Age of Comics', 'Henchmen', 'Robin', 'Secret Identity', 'Sidekick', 'Spies', 'Sports', 'Superhero Costumes', 'War', 'World War II']",1943-11-30,"['Batman and Robin', 'Boy Commandos', 'Gotham City Police Department', 'United States Army']",[],"['Air Wave Helmet', 'Batmobile']","['Bob Kane', 'C.A. Winter', 'George Roussos', 'Howard Sherman', 'Jack Kirby', 'Jerry Robinson', 'Joe Samachson', 'Joe Simon', 'John Daly', 'Whitney Ellsworth']",['The Cavalier'],['81'],['Gotham City'],[],[],[],[],[],[],"['<p><em>“THE CAVALIER OF CRIME!” A new villain calling himself the Cavalier is determined to become the equal of The Joker and the Penguin!</em></p><ol><li><strong>Batman with Robin - The Boy Wonder: The Cavalier of Crime!</strong></li><li>Slam Bradley: The Case of the Deseased Ham!</li><li>The Crimson Avenger: Wing, Reporter!</li><li>Spy: The Gun That Fired Twice!</li><li>Air Wave: Old McDonald Had a Farm!</li><li>The Boy Commandos: Yankee Doodle Dynamite</li></ol>']",[]
81,"['Air Wave (Larry Jordan)', 'Alfred Pennyworth', 'Alfy Twidgetts', 'Andre Chavard', 'Bart Regan', 'Batman', 'Crimson Avenger (Travis)', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Static', 'Wing']",[],"['American Football', 'Detective', 'Golden Age of Comics', 'Robin', 'Secret Identity', 'Sidekick', 'Spies', 'Sports', 'Superhero Costumes', 'Swimming', 'War', 'World War II']",1943-12-31,"['Batman and Robin', 'Boy Commandos', 'Nazis', 'United States Army']",[],"['Air Wave Helmet', 'Bat-Suit', 'Utility Belt']","['Bob Kane', 'C.A. Winter', 'Don Cameron', 'George Roussos', 'Jack Farr', 'Jack Kirby', 'Jerry Robinson', 'Joe Samachson', 'Joe Simon', 'John Daly', 'Whitney Ellsworth']",['Quarterback of Crime'],['82'],"['England', 'Gotham City']",[],[],[],[],[],[],['<p><em>“QUARTERBACK OF CRIME!” Batman and Robin face a group of mobsters who base their crimes off of football plays!</em></p><ol><li><strong>Batman with Robin - The Boy Wonder: Quarterback of Crime!</strong></li><li>Slam Bradley: Wild and Wolly!</li><li>The Crimson Avenger: Not With Mirrors!</li><li>Spy: Peril on Pier 76!</li><li>Air Wave: Rogues Along the River!</li><li>The Boy Commandos: The Romance of Rip Carter</li></ol>'],[]
82,"['Air Wave (Larry Jordan)', 'Alfred Pennyworth', 'Alfy Twidgetts', 'Andre Chavard', 'Bart Regan', 'Batman', 'Crimson Avenger (Travis)', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Wing']",[],"['Detective', 'Golden Age of Comics', 'Humor', 'Mind Control', 'Robin', 'Secret Identity', 'Sidekick', 'Superhero Costumes', 'War', 'World War II']",1944-01-01,"['Batman and Robin', 'Boy Commandos', 'Gotham City Police Department', 'Native Americans', 'Nazis']",[],"['Air Wave Helmet', 'Bat-Suit', 'Batmobile', 'Utility Belt']","['Bob Kane', 'C.A. Winter', 'George Roussos', 'Jack Burnley', 'Jack Farr', 'Jack Kirby', 'Jack Schiff', 'Joe Samachson', 'Joe Simon', 'John Daly', 'Whitney Ellsworth']",['Accidentally on Purpose!'],['83'],"['Batcave', 'Gotham City', 'London', 'Wayne Manor']",[],[],[],[],[],[],"['<p><em>Endeavoring to lose some weight, Alfred goes on an exercise program at an out-of-the-way place in the country. While he is gone, the Caped Crusaders face an evil doctor, who uses a certain potion that allows him to control people’s actions, and in the end, they are saved by a mysterious “thin man” who knows their secret identities.</em></p><h2>Chapter Titles</h2><ol><li><strong>Batman with Robin - The Boy Wonder: Accidentally on Purpose!</strong></li><li>Slam Bradley: Vanishing Needles!</li><li>The Crimson Avenger: Eighth Column!</li><li>Spy: The Message of the Moccasins!</li><li>Air Wave: Runaway Plane!</li><li>The Boy Commandos: The Triumph of Cholly the Chimp</li></ol>']",[]
83,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Crimson Avenger (Travis)', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Wing']",[],"['Detective', 'Golden Age of Comics', 'Humor', 'Indigenous People', 'Murder', 'Robin', 'Secret Identity', 'Sidekick', 'Superhero Costumes']",1944-02-01,"['Batman and Robin', 'Boy Commandos', 'Gotham City Police Department', 'Imperial Japanese Army']",[],"['Air Wave Helmet', 'Bat-Suit', 'Batplane', 'Utility Belt']","['Dick Sprang', 'Whitney Ellsworth']",['Artists in Villainy'],['84'],"['Gotham City', 'South Pacific']",[],[],[],[],[],[],"['<p><em>The Dynamic Duo must stop Ivan Krafft, who has developed a “school,” under the cover of a gentleman’s sporting club, to train criminals on successful crime techniques and then send them out on lucrative criminal endeavors.</em></p><h2>Story Titles</h2><ol><li><strong>Batman with Robin - The Boy Wonder: Artists in Villainy.</strong></li><li>Laffs</li><li>Gags</li><li>Air Wave: Bandits on the Beam!</li><li>The Crimson Avenger: Scoundrels in Society!</li><li>Slam Bradley: Shorty Falls in Love</li><li>Three-Ring Binks</li><li>The Boy Commandos: Never Say Die!</li><li>Captain Tootsie and the Secret Weapon!</li></ol>']",[]
84,"['Air Wave (Larry Jordan)', 'Alfred Pennyworth', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Crimson Avenger (Travis)', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Joker', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Static', 'Wing']",[],"['Bondage Cover', 'Detective', 'Golden Age of Comics', 'Humor', 'Murder', 'Robin', 'Secret Identity', 'Sidekick', 'Spies', 'Superhero Costumes', 'War', 'World War II']",1944-03-01,"['Batman and Robin', 'Boy Commandos', 'Gotham City Police Department', 'Nazis', 'United States Army']",[],"['Air Wave Helmet', 'Bat-Suit', 'Batmobile', 'Batplane', 'Utility Belt']","['Bill Finger', 'Dick Sprang', 'Jack Kirby', 'Jerry Robinson', 'Whitney Ellsworth']","[""The Joker's Double""]",['85'],"['Europe', 'Gotham City', 'North Dakota', 'Richmond, Virginia', 'South Dakota', 'Virginia', 'West Virginia']",[],[],[],[],[],[],"[""<p><em>Four members of a famed card club become the targets for the Clown Prince of Crime, but Batman and Robin discover that The Joker didn’t commit the crimes, and they attempt to track down the real culprit.</em></p><h2>Story Titles</h2><ol><li><strong>Batman with Robin - The Boy Wonder: The Joker's Double</strong></li><li>Three-Ring Binks</li><li>The Crimson Avenger: The Lone Wolf's Number!</li><li>Slam Bradley: The Performed Diamonds!</li><li>Air Wave: The Short Wave of Crime!</li><li>The Boy Commandos: Curtain Call for Action</li></ol>""]",[]
85,"['Air Wave (Larry Jordan)', 'Alfred Pennyworth', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Crimson Avenger (Travis)', 'Dan Turpin', 'Dick Grayson', 'James Gordon', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Static', 'Wing']",[],"['Detective', 'Fishing', 'Golden Age of Comics', 'Horse Riding', 'Humor', 'Murder', 'Robin', 'Secret Identity', 'Sidekick', 'Superhero Costumes', 'Swimming', 'World War II']",1944-04-01,"['Batman and Robin', 'Boy Commandos', 'Gotham City Police Department', 'Nazis']",[],"['Air Wave Helmet', 'Bat-Suit', 'Batplane', 'Utility Belt']","['Dick Sprang', 'Jerry Robinson', 'Pat Gordon', 'Whitney Ellsworth']",['Danger Strikes Three!'],['86'],['Gotham City'],[],[],[],[],[],[],"['<p><em>When Alfred hears a radio report that Robin has been captured by a gang of thieves, he decides to use his detective prowess to track the Boy Wonder down and rescue him...even though Bruce Wayne has warned him never to go out on a case alone.</em></p><h2>Story Titles</h2><ol><li><strong>Batman with Robin - The Boy Wonder: Danger Strikes Three!</strong></li><li>The Advantures of ""R. C."" and Quikie: The Cave\'s Secret</li><li>Air Wave: Mr. Smith Gets the Birds!</li><li>In Paper There Is Power!</li><li>Crimson Avenger: School for Scoops!</li><li>Slam Bradley: General Lee Comes to Town!</li><li>Three-Ring Binks</li><li>The Boy Commandos: Log of a Lifeboat!</li></ol>']",[]
86,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Crimson Avenger (Travis)', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Penguin', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Wing']",[],"['Deathtrap', 'Detective', 'Golden Age of Comics', 'Humor', 'Imprisonment', 'Indigenous People', 'Robin', 'Secret Identity', 'Sidekick', 'Superhero Costumes', 'Swimming', 'War', 'World War II']",1944-05-01,"['Batman and Robin', 'Boy Commandos', 'United States Army']",[],"['Air Wave Helmet', 'Bat-Suit', 'Batmobile', ""Penguin's Umbrella"", 'Utility Belt']","['Dick Sprang', 'Jerry Robinson', 'Whitney Ellsworth']",['The Man of A Thousand Umbrellas'],['87'],"['Gotham City', 'South Pacific', 'Wayne Manor']",[],[],[],[],[],[],"[""<p><em>Bruce and Dick disguise themselves as umbrella repairmen in order to get the Penguin to surface, but when he does, he has a surprise in store for the Dynamic Duo. He then buys an umbrella shop and does his own repairs, placing radio devices into umbrellas in order to direct his men on jobs.</em></p><h2>Story Titles</h2><ol><li><strong>Batman with Robin - The Boy Wonder: The Man of A Thousand Umbrellas</strong></li><li>Air Wave: Professor Long Sells Air Wave Short</li><li>Three-Ring Binks: Blazin' Brody the Fire Eater</li><li>Crimson Avenger: Smugglers' Song</li><li>Slam Bradley: Tuition Free</li><li>Boy Commandos: King Brooklyn the Foist</li></ol><p> </p>""]",[]
87,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Crimson Avenger (Travis)', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Wing']",[],"['Deathtrap', 'Golden Age of Comics', 'Humor', 'Imprisonment', 'Organized Crime', 'Robin', 'Secret Identity', 'Sidekick', 'Superhero Costumes', 'Swimming', 'War', 'World War II']",1944-06-01,"['Batman and Robin', 'Boy Commandos', 'Nazis', 'United States Army', 'United States Navy']",[],"['Air Wave Helmet', 'Bat-Suit', 'Utility Belt']","['Dick Sprang', 'Whitney Ellsworth']",['The Merchants of Misery!'],['88'],"['Gotham City', 'Wales', 'Wayne Manor']",[],[],[],[],[],[],"['<p><em>Bruce and Dick go undercover to get the goods on a loan shark who gladly makes loans to people down on their luck. But the loans have huge interest rates attached to them, and if the borrower refuses to pay those rates, they are eliminated.</em></p><h2>Story Titles</h2><ol><li><strong>Batman with Robin - The Boy Wonder: Danger Strikes Three!</strong></li><li>Shorty</li><li>Air Wave: Underworld Jam Session!</li><li>Three Ring Binks</li><li>The Crimson Avenger: The Impostor of Newspaper Row!</li><li>Slam Bradley: Futures for Sale!</li><li>Boy Commandos: Battle of Wales!</li></ol>']",[]
88,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Cavalier', 'Crimson Avenger (Travis)', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Private Pete', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Wing']",[],"['Deathtrap', 'Detective', 'Golden Age of Comics', 'Humor', 'Robin', 'Secret Identity', 'Sidekick', 'Superhero Costumes', 'War', 'World War II']",1944-07-01,"['Batman and Robin', 'Boy Commandos', 'Gotham City Police Department', 'Nazis', 'United States Army']",[],"['Air Wave Helmet', 'Bat-Signal', 'Bat-Suit', 'Batmobile', 'Utility Belt']","['Dick Sprang', 'Pat Gordon', 'Whitney Ellsworth']",['The Cavalier of Crime'],['89'],"['Gotham City', 'Russia']",[],[],[],[],[],[],"['<p><em>The theft of a secret typewriter, valueless except to the inventor, leads Batman and Robin to discover the true identity of the Cavalier.</em></p>']",[]
89,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley']",[],"['Animal Attacks', 'Circus', 'Detective', 'Golden Age of Comics', 'Humor', 'Martial Arts', 'Robin', 'Secret Identity', 'Sidekick', 'Superhero Costumes', 'Swimming', 'War', 'World War II']",1944-08-01,"['Batman and Robin', 'Boy Commandos', 'Imperial Japanese Army', 'United States Army']",[],"['Air Wave Helmet', 'Bat-Rope', 'Bat-Suit', 'Batplane', 'Utility Belt']","['Dick Sprang', 'Whitney Ellsworth']",['Crime Between the Acts'],['90'],"['Gotham City', 'Mississippi', 'Myanmar']",[],[],[],[],[],[],['<p><em>The Caped Crusaders see a connection between the arrival of a showboat and a series of crimes that occur while the ship is docked.</em></p><ol><li><strong>Batman with Robin - The Boy Wonder: Crime Between the Acts</strong></li><li>Boy Commandos: Commando Performance</li><li>Three-Ring Binks</li><li>Air Wave: Battle of the Fans</li><li>Slam Bradley: The Double Steal</li></ol>'],[]
