,Characters,Deaths,Concepts,Cover Date,Teams,Disbanded Teams,Objects in Issue,Persons,Issue Name,Issue Number,Locations,First Apperances,First Apperances of a Concept,First Appearances of a Location,First Appearances of a Object,First Appearances of a Story,First Appearances of a Team,Description,Deck
90,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Casey the Cop', 'Dan Turpin', 'Dick Grayson', 'James Gordon', 'Jan Haasan', 'Jerry the Jitterbug', 'Joker', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley']",[],"['Detective', 'Golden Age of Comics', 'Humor', 'Imprisonment', 'Robin', 'Secret Identity', 'Sidekick', 'Superhero Costumes', 'Swimming', 'War', 'World War II']",1944-09-01,"['Batman and Robin', 'Boy Commandos', 'Gotham City Police Department', 'Imperial Japanese Navy']",[],"['Air Wave Helmet', 'Bat-Suit', 'Gotham Gazette ', ""Robin's Slingshot"", 'Utility Belt']","['Dick Sprang', 'Whitney Ellsworth']",['The Case of the Practical Joker'],['91'],"['Gotham City', 'India', 'South Pacific', 'Wayne Manor']",[],[],[],[],[],[],"['<p><em>While in prison, The Joker becomes the butt of practical jokes, so he threatens to escape and steal an entire city in retaliation.</em></p><ol><li><strong>Batman with Robin - The Boy Wonder: The Case of the Practical Joker</strong></li><li>Slam Bradley: The Chicken and the Yegg</li><li>Three-Ring Binks</li><li>Air Wave: Loot for Laughter</li><li>Boy Commandos: Retreat to Paradise</li></ol>']",[]
91,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley']",[],"['Detective', 'Golden Age of Comics', 'Humor', 'Imprisonment', 'Robin', 'Secret Identity', 'Sidekick', 'Superhero Costumes', 'Swimming', 'War', 'World War II']",1944-10-01,"['Batman and Robin', 'Boy Commandos', 'Imperial Japanese Army', 'United States Army']",[],"['Air Wave Helmet', 'Bat-Rope', 'Bat-Suit', 'Batarang', 'Utility Belt']","['Dick Sprang', 'Whitney Ellsworth']","[""Crime's Manhunt""]",['92'],"['Gotham City', 'Wayne Manor']",[],[],[],[],[],[],"[""<p><em>A group of crooks, led by Brainy Bulow, are down on their luck and worried that they can’t make a dishonest dollar. Then they notice a “Wanted” poster and decide to go into an honest business for once: rounding up wanted felons and cashing in on their rewards!</em></p><ol><li><strong>Batman with Robin - The Boy Wonder: Crime's Manhunt</strong></li><li>Air Wave: The Hard-Working Hoodlum</li><li>Slam Bradley: Case of the Smoking Sign</li><li>Three-Ring Binks: Blow-by-Blow Brody</li><li>Boy Commandos: Saga of the Northland</li></ol>""]",[]
92,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Static']",[],"['Bondage Cover', 'Deathtrap', 'Detective', 'Golden Age of Comics', 'Humor', 'Robin', 'Secret Identity', 'Sidekick', 'Superhero Costumes', 'Swimming', 'War', 'World War II']",1944-11-01,"['Batman and Robin', 'Boy Commandos', 'Gotham City Police Department', 'Nazis']",[],"['Air Wave Helmet', 'Bat-Rope', 'Bat-Suit', 'Utility Belt']","['Bill Finger', 'Bob Kane', 'Dick Sprang', 'Whitney Ellsworth']",['One Night Of Crime'],['93'],"['England', 'Gotham City']",[],[],[],[],[],[],"['<p><em>The stories of four people are intertwined with a notorious criminal who, along with his gang, hijacks a bus they are riding on.</em></p><ol><li><strong>Batman with Robin - The Boy Wonder: One Night Of Crime</strong></li><li>Air Wave: Air Wave Joins the Underworld</li><li>Boy Commandos: Mission of Errors</li><li>Three-Ring Binks: Escapola the Great</li><li>Slam Bradley: The Hand is Quicker Than the Eye</li></ol>']",[]
93,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Static']",[],"['Circus', 'Detective', 'Golden Age of Comics', 'Humor', 'Imprisonment', 'Robin', 'Romance', 'Secret Identity', 'Sidekick', 'Superhero Costumes', 'War', 'World War II']",1944-12-01,"['Batman and Robin', 'Boy Commandos', 'Nazis', 'United States Army']",[],"['Air Wave Helmet', 'Bat-Rope', 'Bat-Suit', 'Batmobile', 'Utility Belt']","['Bill Finger', 'Bob Kane', 'Dick Sprang', 'George Roussos', 'Howard Sherman', 'Jack Farr', 'Louis Cazeneuve', 'Whitney Ellsworth']",['No One Must Know'],['94'],"['Europe', 'Gotham City', 'Wayne Manor']",[],[],[],[],[],[],"[""<p><em>A group of con men take over operations at a county fair and begin bilking people. Then they spot George Barrows, an ex-crook and escaped convict, whom they attempt to blackmail.</em></p><ol><li><strong>Batman with Robin - The Boy Wonder: No One Must Know</strong></li><li>Three-Ring Binks: Rusty Boltz the Human Pin-Cushion</li><li>Slam Bradley: The Clue of the Cat's Pajamas</li><li>Air Wave: The Ride of the Valkyries</li><li>The Boy Commandos: The Secret of Hill 118</li></ol>""]",[]
94,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Dan Turpin', 'Dick Grayson', 'James Gordon', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Static', 'The Blaze', 'Volto']",[],"['Deathtrap', 'Detective', 'Golden Age of Comics', 'Humor', 'Imprisonment', 'Martial Arts', 'Murder', 'Organized Crime', 'Robin', 'Robots', 'Secret Identity', 'Sidekick', 'Superhero Costumes', 'Swimming']",1945-01-01,"['Batman and Robin', 'Boy Commandos', 'Gotham City Police Department']",[],"['Air Wave Helmet', 'Bat-Rope', 'Bat-Suit', 'Batmobile', 'Utility Belt']","['Dick Sprang', 'Jack Kirby', 'Whitney Ellsworth']",['The Blaze'],['95'],"['England', 'Gotham City']",[],[],[],[],[],[],"[""<p><em>After Batman helps the police round up a group of notorious crime czars, a new criminal rescues them and organizes them into a new underworld organization, which is designed to efficiently loot all of America!</em></p><ol><li><strong>Batman with Robin - The Boy Wonder: The Blaze</strong></li><li>Three-Ring Binks: Hercules Hotcha</li><li>Slam Bradley: Marvelous Marbles</li><li>Air Wave: The Phoney Phantoms</li><li>Boy Commandos: The Ghost of Kelvin's Keep</li></ol>""]",[]
95,"['Air Wave (Larry Jordan)', 'Alfred Pennyworth', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Static', 'Volto']",[],"['Detective', 'Golden Age of Comics', 'Humor', 'Imprisonment', 'Robin', 'Secret Identity', 'Sidekick', 'Superhero Costumes', 'Swimming']",1945-02-01,"['Batman and Robin', 'Boy Commandos', 'United States Army']",[],"['Air Wave Helmet', 'Bat-Suit', 'Batmobile', 'Utility Belt']","['Dick Sprang', 'Whitney Ellsworth']","['Alfred, Private Detective']",['96'],"['Germany', 'Gotham City', 'Wayne Manor']",[],[],[],[],[],[],"['<p><em>Alfred asks for a month off, during which time he goes to another town and opens a detective agency. His first client: Stoney Peters, a criminal who has just shot the Batman!</em></p><ol><li><strong>Batman with Robin - The Boy Wonder: Alfred, Private Detective</strong></li><li>Slam Bradley: Bargains in Burglary</li><li>Air Wave: Crime Goes into Mourning</li><li>Three-Ring Binks</li><li>Boy Commandos: The Sinister League</li></ol>']",[]
96,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Dan Turpin', 'Dick Grayson', 'James Gordon', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Volto']",[],"['Animal Attacks', 'Archery', 'Circus', 'Clowns', 'Detective', 'Golden Age of Comics', 'Humor', 'Robin', 'Secret Identity', 'Sidekick', 'Suicide', 'Superhero Costumes']",1945-03-01,"['Batman and Robin', 'Boy Commandos', 'Gotham City Police Department']",[],"['Air Wave Helmet', 'Bat-Suit', 'Batmobile']","['Dick Sprang', 'Jack Kirby', 'Whitney Ellsworth']",['The Secret of the Switch'],['97'],['Gotham City'],[],[],[],[],[],[],"['<p><em>The Batman tracks down an unusual safe that holds the loot taken years before by the Slasher’s mob. With the Slasher supposedly dead, the villain has left behind a note leading the Caped Crusaders to the safe, which has seven switches, only one of which opens the door...the rest are connected to a bomb!</em></p><ol><li><strong>Batman with Robin - The Boy Wonder: The Secret of the Switch</strong></li><li>Slam Bradley: Call of Death</li><li>Three-Ring Binks: Fido the Gabber</li><li>Air Wave: Doubling in Danger</li><li>Boy Commandos: He Swings Through the Air</li></ol>']",[]
97,"['Air Wave (Larry Jordan)', 'Alfred Pennyworth', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Static', 'Volto']",[],"['Detective', 'Golden Age of Comics', 'Humor', 'Robin', 'Secret Identity', 'Sidekick', 'Superhero Costumes', 'Trials', 'War', 'World War II']",1945-04-01,"['Batman and Robin', 'Boy Commandos', 'Nazis']",[],"['Air Wave Helmet', 'Bat-Suit', 'Batmobile', 'Utility Belt']","['Dick Sprang', 'Pat Gordon', 'Whitney Ellsworth']",['The King of the Hoboes!'],['98'],['Germany'],[],[],[],[],[],[],"['<p><em>Batman and Robin go undercover to locate crooks responsible for robbing the home of Casper Thurbridge, and trail them to Paradise Jungle, a home for hobos, where they discover Thurbridge himself!</em></p><ol><li>Batman with Robin - The Boy Wonder: The King of the Hoboes!</li><li>Slam Bradley: Audacious Alibi</li><li>Three-Ring Binks: Millimetre-Gun Murphy</li><li>Air Wave: Sound Effects by Air Wave</li><li>Boy Commandos: The Trial of Field Marshall Von Augen</li></ol>']",[]
98,"['Air Wave (Larry Jordan)', 'Alfred Pennyworth', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Penguin', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Volto']",[],"['Circus', 'Deathtrap', 'Detective', 'Golden Age of Comics', 'Humor', 'Robin', 'Secret Identity', 'Sidekick', 'Superhero Costumes', 'Swimming', 'War', 'World War II']",1945-05-01,"['Batman and Robin', 'Boy Commandos', 'Imperial Japanese Army']",[],"['Air Wave Helmet', 'Bat-Suit', 'Batmobile', ""Penguin's Umbrella"", 'Utility Belt']","['Dick Sprang', 'Pat Gordon', 'Whitney Ellsworth']",['The Temporary Murders'],['99'],"['Gotham City', ""People's Republic of China"", 'Wayne Manor']",[],[],[],[],[],[],"['<p><em>The Penguin, operating out of a hideout he considers foolproof, police-proof and Batman-proof, concocts a scheme in which he freezes a person, then sends the box with the body to relatives in exchange for the payment of a certain sum of money to safely have them restored to life.</em></p><p>-Batman and Robin ""The Temporary Murders""</p><p>-The Penguin attempts to extort thousands of dollars from Gotham City\'s elite by freezing people and the selling the secret of thawing them out. With the help of Alfred, Batman and Robin put an end to the Penguins evil plan.</p><p>Slam Bradley in ""Veteran in Villainy""</p><p>Three-Ring Binks in ""Swangaelic the Hypnotist""</p><p>Boy Commandos in ""The Locusts of Lohan""</p><p>Air Wave ""Caution ... Handle without Care""</p>']",[]
99,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Casey the Cop', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', ""O'Malley of the Fourth Precinct"", 'Rip Carter', 'Shorty Morgan', 'Slam Bradley']",[],"['Detective', 'Fishing', 'Golden Age of Comics', 'Humor', 'Robin', 'Secret Identity', 'Sidekick', 'Superhero Costumes', 'Swimming']",1945-06-01,"['Batman and Robin', 'Boy Commandos']",[],"['Air Wave Helmet', 'Bat-Rope', 'Bat-Suit', 'Batmobile', 'Gotham Gazette ', 'Utility Belt']","['Charles Paris', 'Dick Sprang', 'Whitney Ellsworth']","[""The Crow's Nest Mystery""]",['100'],"['England', 'Gotham City', 'Wayne Manor']",[],[],[],[],[],[],"[""<p><em>Batman and Robin must stop a group of crooks who operate a gem-smuggling operation out of the out-of-the-way home of a mystery writer without his knowledge.</em></p><ol><li><strong>Batman with Robin - The Boy Wonder: The Crow's Nest Mystery</strong></li><li>Air Wave: The Living Statues</li><li>Three-Ring Binks: Deep Water Dolores</li><li>Slam Bradley: Fools About Jewels</li><li>Boy Commandos: The Mischievous Mr. McGonigle</li></ol>""]",[]
100,"['Air Wave (Larry Jordan)', 'Alfred Pennyworth', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley']",[],"['Deathtrap', 'Detective', 'Golden Age of Comics', 'Imprisonment', 'Robin', 'Secret Identity', 'Sidekick', 'Superhero Costumes', 'War', 'World War II']",1945-07-01,"['Batman and Robin', 'Boy Commandos', 'Imperial Japanese Army', 'United States Army', 'United States Navy']",[],"['Air Wave Helmet', 'Bat-Rope', 'Bat-Suit', 'Batmobile', 'Utility Belt']","['Dick Sprang', 'Pat Gordon', 'Whitney Ellsworth']",['The Tyrannical Twins'],['101'],"['Gotham City', 'South Pacific', 'Wayne Manor']",[],[],[],[],[],[],"[""<p><em>Bruce is saddled with the responsibility of taking care of a woman’s twins for several days, but when he accidentally discovers jewels inside one of the twins’ rattles, the Batman takes over to prove the innocence of a store owner and ex-con charged with the theft of those jewels.</em></p><ol><li><strong>Batman with Robin - The Boy Wonder: The Tyrannical Twins</strong></li><li>Slam Bradley: Shoplifter's Holiday</li><li>Air Wave: A Talking Doll</li><li>Three-Ring Binks</li><li>Boy Commandos: Gangway, Tokyo</li></ol>""]",[]
101,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Joker', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Volto']",[],"['Detective', 'Golden Age of Comics', 'Humor', 'Imprisonment', 'Robin', 'Secret Identity', 'Sidekick', 'Superhero Costumes', 'Swimming', 'War', 'World War II']",1945-08-01,"['Batman and Robin', 'Boy Commandos', 'Imperial Japanese Navy']",[],"['Air Wave Helmet', 'Bat-Rope', 'Bat-Suit', 'Batplane', 'Utility Belt']","['Alvin Schwartz', 'Dick Sprang', 'Pat Gordon', 'Whitney Ellsworth']",['The house that was held for ransom'],['102'],"['Gotham City', 'South Pacific']",[],[],[],[],[],[],"['<p><em>The Joker turns the tables on logic, holding a home for ransom instead of people. And to top it off, it’s all one giant trap for the Batman.</em></p><ol><li><strong>Batman with Robin - The Boy Wonder: The House That Was Held for Ransom!</strong></li><li>Slam Bradley: Smash Your Baggage</li><li>Three-Ring Binks</li><li>Boy Commandos: The Floating Evil</li><li>Air Wave: Of Mice and Muggs</li></ol>']",[]
102,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Static', 'Volto']",[],"['Detective', 'Golden Age of Comics', 'Humor', 'Robin', 'Secret Identity', 'Show Business', 'Sidekick', 'Superhero Costumes', 'War', 'World War II']",1945-09-01,"['Batman and Robin', 'Boy Commandos', 'Nazis', 'United States Army']",[],"['Air Wave Helmet', 'Bat-Rope', 'Bat-Suit', 'Utility Belt']","['Alvin Schwartz', 'Charles Paris', 'Dick Sprang', 'Whitney Ellsworth']","['Trouble, Incorporated']",['103'],"['Germany', 'Gotham City', 'Gotham University']",[],[],[],[],[],[],"['<p><em>The former dean of Gotham University opens “Trouble, Inc.,” a business designed to give its clients a helping hand when they really need it. Unfortunately, Sam Slick learns of this and decides to blackmail the clients, which Batman and Robin must stop ASAP!</em></p><ol><li><strong>Batman with Robin - The Boy Wonder: Trouble, Incorporated</strong></li><li>Slam Bradley: Stormy Weather</li><li>Three-Ring Binks</li><li>Air Wave: The Candy Kid</li><li>Boy Commandos: The Retreat of Battalion O</li></ol>']",[]
103,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Dan Turpin', 'Dick Grayson', 'James Gordon', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Static', 'Volto']",[],"['Black Market', 'Clowns', 'Detective', 'Ghosts', 'Golden Age of Comics', 'Humor', 'Imprisonment', 'Robin', 'Secret Identity', 'Sidekick', 'Singing', 'Superhero Costumes', 'World War II']",1945-10-01,"['Batman and Robin', 'Boy Commandos', 'Gotham City Police Department']",[],"['Air Wave Helmet', 'Bat-Rope', 'Bat-Suit', 'Batmobile', 'Utility Belt']","['Alvin Schwartz', 'Dick Sprang', 'Whitney Ellsworth']",['Battle of the Billboards'],['104'],"['Gotham City', 'London', 'Wayne Manor']",[],[],[],[],[],[],['<p><em>Batman turns the tables on some crooks who are using giant billboards to blackmail people.</em></p><ol><li><strong>Batman with Robin - The Boy Wonder: Battle of the Billboards</strong></li><li>Three-Ring Binks</li><li>Slam Bradley: The Buzzard and the Screech</li><li>Air Wave: The Swag That Stole Itself</li><li>Boy Commandos: The Crooked Ghost</li></ol>'],[]
104,"['Air Wave (Larry Jordan)', 'Alfred Pennyworth', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Static', 'Volto']",[],"['Baseball', 'Detective', 'Golden Age of Comics', 'Religion', 'Robin', 'Secret Identity', 'Sidekick', 'Superhero Costumes', 'War', 'World War II']",1945-11-01,"['Batman and Robin', 'Boy Commandos', 'Gotham City Police Department', 'Imperial Japanese Army', 'United States Army']",[],"['Air Wave Helmet', 'Bat-Suit', 'Batmobile', 'Gotham Gazette ', 'Utility Belt']",['Whitney Ellsworth'],['The Batman Goes Broke'],['105'],"['Gotham City', 'South Pacific']",[],[],[],[],[],[],"['<p><em>When Wayne Motor Company goes bankrupt because the company’s treasurer absconds with its money, Bruce finds himself broke. That predicament creates many headaches for the Dynamic Duo!</em></p><ol><li><strong>Batman with Robin - The Boy Wonder: The Batman Goes Broke</strong></li><li>Slam Bradley: Adventure in the Park</li><li>Air Wave: Polly Wants a Prize</li><li>Three-Ring Binks</li><li>Boy Commandos: Foxhole Chaplain</li></ol>']",[]
105,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Rip Carter', 'Shorty', 'Shorty Morgan', 'Slam Bradley', 'Static', 'Volto']",[],"['Circus', 'Clowns', 'Deathtrap', 'Detective', 'Golden Age of Comics', 'Humor', 'Revenge', 'Robin', 'Secret Identity', 'Sidekick', 'Superhero Costumes', 'Swimming']",1945-12-01,"['Batman and Robin', 'Boy Commandos', 'Imperial Japanese Army', 'United States Navy']",[],"['Air Wave Helmet', 'Bat-Rope', 'Bat-Suit', 'Utility Belt']","['Bob Kane', 'Whitney Ellsworth']",['The Phantom of the Library'],['106'],"['Gotham City', 'Gotham City Public Library', 'South Pacific', 'Wayne Manor']",[],[],[],[],[],[],"['<p><em>While visiting the local library, Bruce and Dick witness an attempt to kill a police inspector who, years before, had brought a criminal to justice who escaped and swore revenge on him.</em></p><ol><li><strong>Batman with Robin - The Boy Wonder: The Phantom of the Library</strong></li><li>Three-Ring Binks</li><li>Slam Bradley: The Legal Pickpockets</li><li>Air Wave: No Miracles for Muggs</li><li>Boy Commandos: Meet the Commandos from Nippon</li></ol>']",[]
106,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Batman', 'Casey the Cop', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Rip Carter', 'Scorpio', 'Shorty Morgan', 'Slam Bradley', 'Static', 'Volto']",[],"['Alchemy', 'Detective', 'Golden Age of Comics', 'Humor', 'Imprisonment', 'Indigenous People', 'Mind Control', 'Robin', 'Secret Identity', 'Sidekick', 'Suicide', 'Superhero Costumes', 'Superpowers', 'War', 'World War II']",1946-01-01,"['Batman and Robin', 'Boy Commandos', 'Imperial Japanese Army', 'Imperial Japanese Navy', 'United States Navy']",[],"['Air Wave Helmet', 'Bat-Rope', 'Bat-Suit', 'Batmobile', 'Batplane', 'Gotham Gazette ', 'Utility Belt']","['Dick Sprang', 'Don Cameron', 'George Roussos', 'Howard Sherman', 'Jack Farr', 'Jack Kirby', 'Jack Schiff', 'Joe Simon', 'Whitney Ellsworth']",['The Mountains of the Moon'],['107'],"['Gotham City', ""People's Republic of China"", 'Wayne Manor']",[],[],[],[],[],[],"['<p><em>The Dynamic Duo must put a stop to the clever schemes of Scorpio, a man who plays on the greed of rich men who are superstitious.</em></p><p>Batman and Robin star in ""The Mountains of the Moon.""</p><p>The Dynamic duo look to put an end to the sinister schemes of Scorpio.</p><p>Operating out of a castle in the mountains beyond Gotham City limits, Scorpio is a mysterious figure whose knowledge of science and the black arts is said to create miracles but it seems every investment banker that encounters Scorpio ends up bankrupt. Batman and Robin confront Scorpio and discover that he uses hypnotism to convince bankers that he has the secret of alchemy. Batman attempts to put and end to Scorpio\'s grift, but is overwhelmed and imprisoned in Scorpio\'s dungeon. The caped crusader manages to escape and expose the confidence man for the petty gang leader that he really is.</p><p>Air Wave stars in ""Calling Dr. Air Wave""</p><p>Slam Bradley starts in ""The Playhouse Plunder""</p><p>The Boy Commandos star in ""The Weird Statues""</p>']",[]
